inputs: 40|192|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 40|188|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 40|184|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 40|180|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 40|176|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 40|173|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 40|169|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 41|166|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 41|163|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 41|160|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 42|157|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 42|154|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 42|152|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 43|149|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 43|147|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 44|145|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 45|143|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 45|141|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 46|139|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 47|137|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 47|135|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 48|134|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 49|132|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 50|131|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 51|130|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 52|129|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 53|128|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 54|127|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 55|127|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 56|126|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 57|126|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 58|126|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 59|126|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 61|126|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 62|126|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
inputs: 63|127|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| Net Outputs: 0.709|0.012|0.014|0.012|0.985|0.011|
